MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
719,687,676,653,654,697,699
713,683,672,650,649,694,696
717,684,674,650,651,694,698
714,683,673,647,649,690,696
716,685,675,648,651,692,702
711,680,668,643,646,687,697
708,677,665,645,643,691,686
713,681,670,646,647,690,695
732,690,696,645,710,690,734
700,662,714,646,644,690,683
700,671,658,645,619,689,672
704,675,653,646,634,690,683
719,688,677,647,653,692,701
718,686,674,650,652,694,699
718,687,677,650,653,695,701
717,686,675,655,652,699,699
720,688,677,653,655,699,702
720,688,678,656,655,699,702
721,691,679,655,656,701,704
722,691,680,657,657,701,704
722,691,681,657,657,702,705
722,691,681,657,657,701,705
723,693,681,656,658,702,704
722,691,679,656,656,701,703
720,689,678,655,655,699,702
720,688,678,654,654,699,701
718,688,676,653,653,698,700
718,686,676,653,653,697,699
717,687,675,652,652,696,699
718,686,675,652,652,696,699
717,686,675,651,651,695,699
718,686,675,652,651,695,700
717,687,676,651,651,696,700
717,686,675,652,652,696,699
718,687,675,652,652,697,699
717,686,676,655,651,699,699
716,686,675,651,651,696,699
718,686,675,652,651,697,699
717,686,675,652,651,696,699
717,685,675,652,651,695,699
716,685,674,651,650,696,698
715,685,674,650,651,695,697
715,685,674,650,651,695,698
715,684,673,650,649,694,696
714,684,672,649,649,693,696
715,683,673,650,650,694,697
714,683,671,648,648,694,696
714,683,673,650,649,694,697
715,683,672,649,649,693,697
714,684,672,649,650,694,696
714,684,673,649,649,693,698
715,684,673,650,649,694,697
716,685,673,649,650,694,698
715,684,674,650,650,695,697
715,684,673,650,649,695,698
715,684,674,652,650,697,697
715,685,672,650,649,694,697
716,685,673,650,650,695,697
715,684,673,649,650,695,697
716,684,673,651,650,695,697
716,684,673,650,651,694,697
715,685,673,650,650,695,698
716,686,674,650,651,695,698
717,685,674,651,651,695,698
715,685,674,650,651,695,698
717,685,675,651,650,695,697
715,684,673,650,650,695,698
716,684,673,651,651,695,697
715,685,674,649,651,695,697
715,684,674,650,650,694,697
716,685,673,651,650,695,698
713,682,671,649,646,694,694
714,684,673,650,649,694,697
711,680,669,646,645,690,692
714,682,672,647,648,693,696
711,681,669,642,646,687,693
707,676,665,645,642,690,690
712,680,670,647,645,691,693
710,679,667,645,643,690,691
712,681,670,647,646,691,694
709,679,667,645,643,689,692
710,680,669,646,645,690,692
711,681,670,647,646,691,694
714,683,671,649,648,694,696
715,685,673,652,650,696,698
718,686,675,652,651,696,699
718,687,676,653,653,698,699
720,688,678,655,654,700,701
720,690,678,656,655,700,703
721,690,679,657,656,701,703
721,691,679,656,656,702,703
722,690,680,656,656,700,704
722,692,680,656,656,700,704
721,690,679,656,656,701,703
720,689,678,655,654,699,702
720,688,678,656,654,700,702
718,687,677,652,653,698,700
719,687,676,653,653,697,700
717,686,675,652,652,696,699
716,685,674,650,651,695,698
715,684,674,649,650,695,698
715,685,674,650,650,695,698
715,686,675,650,651,695,699
715,686,674,651,650,695,698
716,685,674,651,651,696,698
716,686,675,651,651,696,699
716,685,674,651,650,696,698
716,686,675,652,651,695,698
716,685,674,651,650,695,698
716,685,675,651,651,695,697
715,685,673,650,650,695,698
715,685,674,650,651,694,698
716,686,674,650,651,695,698
716,685,674,650,651,695,697
715,684,673,650,650,695,697
716,685,674,653,651,697,698
715,684,672,649,650,694,698
716,685,674,651,650,695,698
715,685,673,650,650,695,697
715,685,674,650,650,695,698
715,685,673,649,650,694,697
712,681,671,651,647,695,694
715,684,674,649,650,694,697
716,685,675,652,651,696,699
715,684,673,650,650,695,697
716,685,674,651,650,695,698
714,684,673,650,649,694,697
716,685,674,651,650,694,698
715,685,673,648,649,692,698
715,684,674,650,649,694,698
716,684,674,656,650,699,698
715,684,673,649,650,694,698
712,682,670,650,646,694,695
715,684,674,651,649,695,697
715,684,672,651,649,696,698
716,685,674,653,651,697,698
716,685,674,650,650,694,698
716,685,674,650,650,695,698
715,684,673,650,649,694,697
717,684,675,651,651,695,698
716,686,673,654,651,699,698
717,686,675,650,652,694,700
714,683,672,650,649,694,696
715,684,673,650,648,694,696
708,677,667,646,643,691,691
712,681,670,647,647,691,693
707,676,666,646,642,690,691
713,683,672,649,648,693,695
710,678,668,644,644,690,692
713,681,671,647,647,691,695
710,679,668,641,645,685,693
711,680,669,644,646,689,693
711,680,669,645,645,690,694
714,682,672,648,648,692,696
714,684,672,649,649,694,697
715,685,674,653,651,698,698
717,687,675,652,652,698,700
720,689,678,654,654,698,701
720,690,678,656,656,699,703
721,690,680,656,657,701,703
722,691,680,656,657,701,704
723,692,682,657,658,702,705
721,691,680,656,657,701,704
722,691,680,657,657,702,704
721,690,678,656,656,700,703
720,690,679,693,656,752,702
719,688,677,657,654,733,701
718,688,677,624,654,669,700
718,688,676,628,652,680,700
718,687,676,656,652,701,699
716,686,675,650,651,696,699
718,686,676,657,652,701,700
716,686,674,652,650,695,698
717,686,675,653,651,698,699
716,685,674,651,650,694,698
716,686,675,653,651,698,698
716,685,674,650,650,695,698
718,686,675,651,651,695,699
716,686,674,651,650,695,699
716,685,674,651,650,695,698
716,685,673,651,650,696,698
717,686,675,650,651,695,699
716,686,674,651,650,696,698
716,686,675,652,651,697,699
717,687,675,652,651,696,698
716,686,676,652,652,697,699
716,686,675,652,651,696,699
717,685,676,651,651,695,698
717,687,676,651,651,696,700
717,685,675,651,651,696,698
716,685,675,652,650,696,699
717,686,676,651,652,695,699
715,685,674,651,651,695,698
717,686,675,651,651,696,698
715,685,674,650,650,694,698
716,685,674,652,651,697,699
715,684,674,651,650,694,698
716,685,674,649,651,694,698
716,686,674,650,650,694,698
716,685,673,649,650,694,698
715,685,674,650,650,695,698
716,686,674,650,652,694,699
715,684,673,651,650,695,697
717,685,675,651,652,695,698
716,685,674,651,652,695,699
718,686,675,651,652,696,699
716,686,676,652,652,697,699
718,687,676,651,653,696,699
717,687,676,651,653,696,700
717,687,676,651,652,696,699
718,688,676,651,653,695,701
716,685,674,651,651,696,698
714,684,673,651,650,695,697
710,679,669,650,646,695,692
714,682,672,648,648,693,696
707,676,665,646,642,692,688
706,677,665,647,642,692,689
710,679,669,645,646,689,693
711,680,669,647,646,692,693
711,679,670,643,646,688,692
705,675,663,645,640,689,688
712,679,670,646,646,690,693
712,681,671,648,646,691,695
714,683,672,649,648,694,696
716,686,674,650,651,694,698
717,686,676,652,651,698,700
718,687,676,654,653,698,700
720,689,679,654,654,699,702
722,691,680,656,656,700,704
722,691,681,655,656,700,703
722,691,679,657,656,700,704
724,693,682,656,660,700,713
721,691,679,656,656,701,707
722,691,680,655,656,701,701
