MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
893,963,832,879,849,918,876
906,978,845,894,864,934,891
921,993,859,852,876,891,905
878,949,819,863,836,900,864
889,959,829,874,845,913,874
901,970,840,885,856,925,885
915,987,852,903,872,943,898
895,959,831,857,847,896,879
886,955,825,869,841,907,869
897,967,836,882,853,923,881
912,982,850,897,866,938,896
928,1000,864,856,881,893,912
882,951,822,866,838,905,867
894,963,833,880,850,918,878
906,978,846,893,864,933,891
922,994,861,854,877,891,906
878,952,824,864,840,901,863
891,960,828,875,846,914,874
902,972,840,888,858,928,886
917,989,854,863,872,895,900
874,944,816,859,832,897,859
884,954,824,871,841,909,870
896,968,835,883,852,922,882
912,983,849,897,867,938,896
927,991,863,855,879,893,895
882,950,822,866,838,906,868
894,964,833,879,850,918,878
908,979,846,896,863,934,892
923,996,860,853,880,891,908
880,947,819,864,836,902,864
891,961,829,877,847,915,875
906,976,842,892,860,930,890
920,993,857,850,874,888,904
878,945,818,860,834,900,862
888,957,827,873,846,912,872
901,972,840,886,856,926,885
914,988,852,895,871,943,899
879,951,819,858,839,897,863
886,956,825,869,842,909,870
897,968,836,884,854,923,881
911,984,850,900,866,938,896
926,1000,864,855,882,894,909
882,951,821,866,839,905,866
894,964,832,879,850,918,878
906,979,846,893,862,933,892
922,995,860,852,876,891,907
878,946,818,861,836,901,863
890,960,829,876,846,915,874
903,976,842,889,858,929,888
918,991,856,855,872,895,902
877,945,817,859,833,898,861
887,955,826,870,843,910,870
899,969,837,884,854,922,884
913,985,850,900,868,938,896
927,1003,867,856,884,895,915
882,951,823,866,838,904,867
894,965,832,880,850,919,879
907,979,847,896,864,935,893
924,996,861,853,878,891,907
880,949,820,864,837,902,864
892,962,832,876,848,916,876
905,976,844,891,861,930,890
920,992,858,852,875,890,904
878,946,817,862,834,899,863
890,958,828,873,844,913,873
900,971,840,886,856,925,884
915,987,852,895,869,927,898
887,951,823,856,839,896,863
884,953,825,869,840,907,868
896,967,836,881,852,923,880
910,982,848,897,865,938,894
928,1000,865,856,881,894,912
882,952,822,866,839,906,866
893,964,833,879,849,919,878
907,978,845,893,863,933,891
922,993,859,851,877,890,906
879,947,818,864,834,900,863
889,957,828,873,845,912,873
902,972,842,887,858,928,886
916,988,853,863,870,895,900
875,942,815,857,832,896,859
885,954,826,870,842,909,870
897,968,837,884,854,924,882
913,985,851,901,867,940,897
895,983,847,856,863,894,895
883,952,823,868,839,906,867
894,965,833,880,851,920,878
908,981,847,896,864,936,893
923,997,861,852,879,891,908
880,949,820,864,837,904,864
892,964,832,877,848,917,877
905,976,844,892,861,932,890
922,994,858,852,875,889,904
878,947,818,862,834,901,863
890,958,828,873,845,913,873
903,974,841,888,858,928,885
915,988,854,879,870,911,900
875,944,815,859,831,897,858
885,956,825,871,842,909,870
898,969,836,884,854,924,882
913,985,850,899,868,940,896
895,983,847,856,863,896,895
884,952,822,867,839,907,868
896,966,834,880,850,920,880
910,980,848,896,864,936,891
924,997,861,853,878,892,908
881,950,820,864,837,902,865
892,962,832,877,847,917,875
904,976,842,890,860,930,889
920,992,856,855,874,895,903
877,946,818,860,834,899,862
888,956,828,873,844,911,871
900,971,838,886,855,925,884
913,984,851,899,868,939,897
927,1003,863,856,885,896,911
883,952,823,867,840,908,868
896,966,834,881,851,920,880
908,981,848,896,865,936,894
925,998,862,855,880,893,908
881,950,821,866,837,904,865
892,962,832,878,849,916,876
906,977,846,892,861,932,890
921,993,858,851,876,891,904
878,946,818,862,835,900,862
890,959,829,874,845,913,872
902,973,840,887,857,926,886
916,988,854,879,871,911,900
875,943,816,857,832,896,859
886,955,826,870,842,909,869
897,968,837,884,853,923,881
912,983,850,899,867,940,896
927,991,863,855,879,893,895
882,952,823,868,838,907,868
893,965,833,880,850,920,878
908,980,846,896,863,936,893
922,997,860,851,877,891,906
880,948,820,864,836,902,864
892,962,831,877,848,916,876
905,977,844,892,861,932,890
922,994,860,851,880,891,906
878,947,819,861,836,900,863
890,959,830,875,846,914,874
904,975,841,888,860,928,888
916,988,856,879,872,927,900
875,944,816,859,833,898,860
885,954,825,869,842,908,869
898,967,836,883,853,922,881
911,982,848,897,866,937,896
927,991,863,854,879,894,895
883,952,823,867,840,906,868
896,966,834,881,851,920,880
908,980,847,896,864,936,894
925,997,862,854,877,892,908
882,950,821,865,838,904,864
893,964,832,878,848,917,877
907,977,844,892,861,932,890
920,992,858,851,875,890,904
878,947,819,861,834,900,862
890,960,830,874,846,914,874
904,974,842,889,859,929,888
920,992,856,855,874,895,904
877,945,818,861,834,899,862
888,958,828,873,845,911,873
901,972,840,888,856,926,885
914,986,852,901,869,941,897
927,1003,863,857,879,894,911
882,952,823,866,840,906,866
895,966,834,881,851,919,880
908,980,846,894,864,935,892
924,996,861,852,877,891,907
880,948,820,864,836,902,864
890,960,830,875,848,915,876
904,976,843,892,860,930,889
919,991,856,851,873,889,901
878,946,817,860,834,898,861
888,957,828,873,844,912,872
899,971,839,886,855,925,884
915,987,853,895,870,943,900
895,959,831,857,847,895,879
884,954,824,869,841,907,868
896,968,836,881,852,921,880
909,983,850,898,866,938,896
928,1001,864,855,882,892,912
882,952,821,866,840,905,866
895,964,834,880,851,918,880
908,978,847,896,864,935,891
921,994,861,853,877,891,906
879,948,820,862,836,901,864
890,960,830,875,847,915,874
904,974,842,890,858,930,890
919,992,857,851,874,891,903
877,945,817,861,833,898,861
888,957,827,872,844,912,872
901,972,840,886,856,925,884
915,986,853,902,870,942,898
895,983,847,858,863,896,895
884,954,824,868,840,907,869
896,966,834,882,851,920,880
909,980,847,896,864,936,894
924,996,861,852,879,892,907
880,948,820,864,836,904,864
892,962,832,876,847,915,875
904,976,843,891,860,930,889
920,992,857,851,873,890,902
878,946,817,860,833,898,862
887,957,828,873,844,913,873
901,972,840,886,858,925,885
916,988,854,895,870,927,900
877,945,817,859,833,898,861
884,955,826,871,842,909,870
898,968,836,884,854,923,882
912,984,850,899,868,939,897
930,1002,866,856,884,894,914
882,952,822,866,838,906,867
894,963,832,880,849,918,878
907,978,846,894,864,933,892
924,995,860,852,878,891,907
880,948,821,864,836,902,864
891,962,832,877,848,915,876
905,976,844,892,861,931,890
921,994,860,852,877,890,905
878,947,818,862,835,901,864
889,960,829,874,846,913,874
902,972,841,888,857,928,886
928,988,854,895,863,927,900
877,945,819,859,833,896,863
887,956,826,872,842,910,871
898,969,838,885,855,924,883
914,986,852,899,868,939,897
927,1003,863,856,883,896,911
883,952,824,868,839,906,867
896,965,834,880,851,920,880
909,980,849,896,865,936,893
924,997,862,853,880,892,907
882,949,821,865,837,904,866
892,962,832,877,848,916,876
906,976,844,892,860,932,890
922,995,858,851,875,890,906
878,946,819,861,834,900,862
888,958,828,873,844,913,873
