MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
631,687,676,655,656,698,694
631,688,677,651,657,696,695
624,680,669,651,649,694,686
627,684,672,650,653,693,691
624,680,670,648,649,690,688
621,677,667,646,648,690,685
625,680,670,647,649,692,688
616,672,661,644,642,687,680
623,679,668,646,648,689,687
620,676,665,642,645,685,684
626,681,671,646,651,690,690
620,677,666,641,646,684,684
620,676,666,646,646,690,684
622,679,668,643,647,686,685
621,677,666,647,646,689,685
623,678,668,647,648,690,687
625,680,670,648,650,692,688
626,683,672,651,652,695,691
630,685,674,653,655,697,693
637,693,682,656,662,700,701
635,690,679,658,659,702,698
635,691,680,659,661,703,699
637,693,682,660,662,704,701
637,693,682,661,662,705,701
638,694,683,661,664,705,701
637,693,682,660,663,704,701
637,693,683,662,663,704,700
636,692,681,659,662,703,701
635,691,680,659,662,703,700
634,690,680,658,660,701,698
635,690,679,658,659,701,698
634,690,678,656,660,699,699
632,687,677,656,658,699,696
631,687,675,653,657,696,694
630,686,675,653,656,697,694
629,686,673,653,654,696,693
629,685,675,653,655,696,693
630,686,674,652,655,696,693
629,686,674,653,654,697,692
629,685,674,653,654,697,693
630,685,675,654,654,697,692
631,688,676,654,657,697,696
630,685,674,653,655,696,692
629,685,674,652,654,696,693
630,685,675,653,656,697,694
629,685,674,652,654,696,693
629,685,675,654,656,697,693
629,685,674,653,655,696,693
630,685,674,653,655,696,692
629,684,674,653,654,697,692
630,685,675,653,655,697,693
630,688,676,652,656,695,694
629,685,674,653,654,696,693
628,685,674,652,653,695,692
629,685,674,653,655,697,692
629,685,673,652,654,695,692
630,685,674,653,655,696,693
629,685,674,653,654,696,693
629,685,675,653,655,696,692
630,685,675,653,654,696,693
630,685,675,654,655,696,692
632,688,676,653,656,696,696
630,685,675,654,655,696,693
628,685,674,652,654,696,692
630,685,675,654,656,697,694
629,685,674,653,655,696,693
629,684,674,654,655,696,692
628,685,674,652,655,696,693
629,684,674,653,654,696,693
628,685,673,652,654,695,692
629,684,674,652,655,695,693
629,686,675,652,656,696,694
628,685,674,652,654,696,692
629,685,673,652,654,695,693
630,685,675,654,655,697,693
628,685,674,653,655,696,693
630,686,676,654,656,697,694
629,686,675,653,655,697,693
629,686,675,653,656,696,693
