MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
663,651,648,613,623,664,669
666,654,650,612,624,665,670
662,649,646,608,619,659,666
659,648,644,611,619,664,666
660,647,644,607,618,659,664
657,644,641,607,615,659,662
657,644,640,605,616,656,662
657,645,641,608,616,661,662
657,645,642,608,616,660,663
659,646,643,609,618,662,664
662,647,646,611,619,663,666
662,650,647,612,621,664,667
663,651,648,614,623,666,668
664,651,649,619,624,671,670
666,654,651,617,625,668,671
666,654,650,616,626,670,672
668,656,653,618,627,670,673
667,656,652,618,626,671,672
667,656,654,623,626,675,672
667,656,652,618,627,671,674
668,656,653,619,627,670,674
667,656,652,618,627,670,672
668,655,652,618,626,670,673
666,654,650,617,626,670,671
667,654,651,617,626,669,671
665,653,650,616,625,669,672
667,655,651,617,627,668,671
666,652,649,616,626,668,670
666,652,650,619,624,671,670
666,654,649,615,624,668,671
666,653,650,616,624,667,670
665,653,649,615,624,667,669
666,653,650,616,625,667,670
665,653,649,616,624,668,670
665,652,650,616,624,668,670
665,653,649,615,624,667,670
667,654,651,615,625,667,671
664,652,648,614,624,667,668
664,651,648,619,623,670,668
663,651,647,613,622,666,669
664,651,648,614,623,666,669
663,651,647,613,622,665,668
664,651,648,614,622,666,668
663,651,646,613,622,666,668
662,650,647,613,621,666,667
662,651,646,612,621,665,668
664,651,649,613,623,665,669
662,650,646,612,621,665,667
664,651,647,617,623,670,667
662,651,647,612,622,664,667
667,654,651,614,626,666,671
662,650,646,609,622,661,668
663,651,647,613,622,665,668
659,647,643,606,618,658,663
663,651,647,612,621,665,667
658,646,642,605,618,658,663
660,648,644,605,619,657,664
659,648,644,608,618,661,665
658,646,643,609,617,661,663
659,647,644,615,618,667,664
662,649,645,612,620,663,666
661,649,645,612,620,665,666
659,647,645,618,619,671,665
663,651,648,613,622,666,668
667,653,651,616,625,668,671
665,653,650,616,625,668,671
666,654,650,621,625,673,671
666,655,651,618,627,671,672
671,659,657,619,630,670,677
668,657,652,619,628,671,673
668,655,652,620,627,673,673
669,658,654,619,629,671,675
668,655,652,618,627,670,672
666,654,650,617,625,669,671
664,652,649,617,624,669,669
664,652,649,615,623,666,669
665,651,649,614,623,667,669
663,651,647,613,622,666,668
663,651,648,614,622,666,669
662,651,647,614,622,665,668
663,652,648,614,622,666,668
665,653,650,614,625,665,671
665,651,649,616,624,667,669
664,651,648,620,622,671,670
666,653,650,615,625,667,670
664,652,648,616,623,667,670
667,654,651,615,625,667,671
665,652,648,614,623,667,669
665,652,650,619,623,671,670
664,652,648,614,623,666,670
664,651,648,615,622,667,668
663,651,647,614,622,666,668
664,651,648,614,623,665,669
662,650,646,613,622,666,668
663,651,648,614,622,666,669
662,651,648,614,622,666,668
667,655,651,614,626,667,671
665,652,649,614,623,668,670
666,653,650,620,624,671,670
665,653,650,614,624,667,671
669,656,654,617,628,668,674
665,652,648,611,622,663,669
665,653,650,614,625,668,670
661,649,645,608,621,659,665
665,651,647,615,623,666,670
659,648,644,608,619,659,664
659,646,643,606,618,658,663
660,649,644,610,620,663,666
659,647,643,611,619,662,665
661,649,647,610,621,663,667
663,650,647,612,621,665,667
663,651,647,613,622,667,667
665,652,650,615,624,667,669
665,652,650,616,625,667,670
667,654,651,619,627,671,673
667,655,652,618,626,670,673
671,658,655,619,630,671,676
669,656,653,619,627,672,674
669,658,654,648,628,690,674
668,656,653,632,628,651,674
669,657,653,604,628,658,674
668,656,653,603,628,663,673
668,656,652,624,627,675,673
667,656,651,617,625,670,672
666,653,651,619,625,672,671
665,653,649,616,624,667,669
667,655,652,616,627,668,672
664,651,648,614,623,666,669
663,652,649,619,624,672,669
663,651,648,614,623,666,668
665,652,648,614,623,666,669
663,652,647,614,622,665,669
664,651,648,614,623,666,668
663,652,647,613,622,666,668
663,652,649,613,622,666,669
663,651,647,614,622,665,669
667,654,651,613,625,666,671
663,652,647,614,622,666,669
663,651,648,618,623,671,668
663,651,647,614,623,665,669
665,651,649,614,624,667,669
663,651,648,614,623,666,669
665,652,649,614,624,666,669
663,652,648,615,622,666,669
665,651,648,614,623,667,668
664,652,648,614,623,666,668
667,654,651,613,626,666,671
664,651,648,614,622,666,669
663,651,648,618,623,670,669
664,651,648,614,623,665,669
668,655,652,614,626,667,672
662,650,648,609,622,661,667
664,651,648,613,621,664,669
660,647,644,608,618,658,665
665,652,648,612,623,664,670
660,647,643,607,618,659,664
659,647,645,606,619,658,664
662,650,646,611,620,663,668
660,647,644,609,619,661,664
660,647,644,610,619,663,665
661,648,645,611,620,663,666
665,652,647,613,623,665,670
663,651,647,613,623,666,668
663,651,647,620,622,671,669
665,654,650,615,625,667,670
666,654,650,617,626,669,670
670,657,655,617,629,669,674
667,656,652,618,627,671,673
669,656,653,623,628,676,674
669,657,653,619,627,670,674
669,656,653,618,628,671,675
668,656,652,619,627,670,674
668,656,652,618,627,670,672
666,654,651,617,626,669,671
666,654,651,616,626,668,672
665,653,650,616,624,667,672
668,656,653,614,628,667,675
664,652,649,614,624,667,670
665,651,649,619,624,672,669
665,652,649,614,624,667,670
664,652,650,615,624,666,669
664,652,648,616,623,667,669
666,653,650,614,624,667,670
663,652,647,615,621,668,658
666,653,649,615,625,667,671
664,652,647,615,623,667,672
681,694,658,614,627,666,673
707,692,650,614,659,666,717
638,625,623,619,588,671,637
647,636,627,614,599,665,648
669,657,652,613,622,666,670
663,651,644,614,621,666,668
667,654,652,614,627,666,673
663,651,648,614,623,666,669
664,652,650,614,624,666,670
663,651,648,615,623,666,668
667,656,653,614,627,666,673
663,651,649,615,623,666,668
665,652,649,619,623,672,669
665,652,649,614,624,666,669
667,655,651,615,626,668,672
664,651,648,611,623,662,668
663,651,648,613,622,665,668
660,648,644,607,619,658,665
663,651,647,612,622,663,669
658,647,643,608,617,657,663
659,647,644,605,619,657,664
660,648,644,610,619,662,665
658,646,642,609,617,661,663
659,647,644,611,619,663,665
660,649,646,611,620,664,666
662,650,646,613,622,664,667
663,651,646,613,621,666,667
664,652,649,615,623,667,669
665,653,648,614,624,668,670
666,654,651,617,625,669,672
667,655,650,617,626,670,672
668,656,652,619,627,671,674
668,656,653,619,628,671,673
669,657,654,622,629,675,674
673,661,657,620,631,672,679
