MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
801,739,711,761,729,783,747
802,737,711,761,727,783,747
803,739,711,761,727,783,749
802,739,713,759,727,783,749
799,735,711,759,727,782,749
799,739,711,759,727,782,747
801,737,711,759,727,781,747
799,739,713,761,727,784,747
801,737,711,760,727,783,747
803,740,716,761,727,783,747
801,739,714,761,727,783,749
803,739,715,761,723,783,751
803,739,713,761,729,783,749
803,745,715,761,727,783,751
803,739,715,762,727,783,751
802,739,715,762,731,783,749
803,739,713,761,729,783,749
803,739,715,761,727,783,749
799,737,713,759,729,783,750
803,739,713,759,727,783,749
801,739,711,759,727,782,749
801,738,713,759,729,783,749
799,737,711,761,729,783,749
799,735,713,759,727,783,747
801,737,713,759,727,783,749
799,737,711,759,727,783,749
799,739,711,759,727,782,752
799,738,713,761,727,783,749
799,738,713,759,727,782,748
799,737,711,759,727,782,747
799,737,712,759,727,783,747
799,737,711,759,727,782,747
801,738,711,759,727,781,747
799,737,711,759,727,783,747
801,735,711,759,727,781,747
801,739,711,759,727,782,747
799,737,711,759,727,781,747
801,737,711,759,727,781,747
799,737,711,759,727,782,747
801,739,711,759,727,782,747
801,738,714,760,727,781,747
799,739,713,760,727,781,749
801,739,713,761,727,783,749
801,739,711,762,727,782,747
799,739,711,758,727,783,749
799,737,713,759,729,782,747
799,737,711,759,727,783,747
801,737,713,759,727,782,747
799,735,711,759,727,782,747
799,735,711,759,727,783,747
799,735,711,759,727,782,747
799,735,711,759,727,782,747
801,735,711,759,727,781,747
799,738,711,760,727,783,747
802,739,711,759,727,781,747
801,739,711,759,727,782,749
799,737,711,759,727,781,747
801,737,711,759,727,782,747
802,739,711,759,727,781,747
799,737,711,759,727,783,747
801,739,711,761,727,783,747
799,737,713,759,729,783,749
801,737,715,759,729,783,749
799,737,715,760,727,783,747
801,737,715,761,727,783,747
799,735,715,761,729,783,747
801,737,715,761,729,783,747
799,739,715,761,727,783,749
802,738,715,760,727,782,747
803,739,715,761,729,783,749
803,739,715,761,730,783,751
803,739,715,762,730,783,751
803,741,715,763,730,785,751
803,741,715,763,731,785,751
803,741,715,763,731,785,751
801,739,715,763,731,785,749
801,739,715,762,731,785,750
803,739,715,761,731,785,750
802,739,715,761,731,783,749
799,739,715,761,730,783,747
799,739,711,761,729,783,747
799,739,711,759,727,782,749
803,739,711,760,727,783,747
802,737,711,760,727,782,749
803,739,711,760,727,783,749
802,738,711,761,727,783,749
801,737,711,759,727,782,747
803,739,711,759,727,783,749
802,739,711,759,727,783,747
799,738,711,759,727,783,747
799,738,711,761,727,783,749
801,739,713,759,727,783,747
799,739,714,761,731,783,749
801,737,713,761,731,785,749
799,737,714,760,731,783,749
801,739,713,760,727,783,749
801,737,713,761,727,782,749
802,739,711,759,727,783,747
801,739,713,761,727,783,747
801,737,713,759,727,783,747
801,739,711,759,727,782,749
801,739,713,759,727,782,747
799,739,713,759,727,782,747
799,739,715,760,727,783,749
799,739,714,760,727,782,749
803,739,715,760,729,783,747
801,737,715,761,730,783,749
